P5_7_1_5000_15_10, 69.67854567303506
P5_1_1_5000_32_200, 76.10223161849382
P5_1_1_5000_32_50, 78.9870331796484
P5_1_1_5000_32_100, 84.06698842697001
P5_1_1_5000_32_5, 84.2796354470141
P5_1_1_5000_32_10, 87.67311428865268
P5_1_1_5000_15_10, 88.20392616924508
P5_1_1_5000_15_5, 91.07581791201446
P5_7_1_5000_32_100, 96.36874660134873
P5_1_1_5000_15_50, 99.22559880585108
P5_1_1_500_15_200, 103.46494578392524
P5_7_1_500_15_200, 103.64842179238049
P5_7_1_5000_32_50, 104.21953501141834
P5_7_1_5000_15_100, 104.96975442958211
P5_7_1_5000_32_200, 109.2330330746916
P5_7_1_500_15_100, 110.01359262975447
P5_7_1_5000_32_10, 113.30494572353494
P5_7_1_5000_15_5, 114.73989865529576
P5_1_1_500_15_100, 116.42714686856185
P5_7_1_5000_15_50, 120.817666904783
P5_7_1_5000_15_200, 122.53654627159342
P5_7_1_500_15_50, 128.55759446579793
P5_1_1_500_15_50, 133.19231193777313
P5_7_1_500_32_10, 133.254609154295
P5_7_1_5000_32_5, 133.3954806645247
P5_15_1_5000_15_5, 133.63705617138393
P5_15_1_5000_15_10, 142.58677854155872
P5_15_1_500_15_100, 143.8156656777108
P5_1_1_500_32_200, 145.34655067246328
P5_1_1_500_32_5, 146.38999038880507
P5_1_1_500_32_10, 147.08825543635464
P5_1_1_500_32_100, 147.209555250862
P5_1_1_500_15_10, 147.4681911815427
P5_1_1_500_32_50, 148.14712147306167
P5_7_1_500_32_200, 148.40655470272443
P5_15_1_500_15_200, 151.0892318305295
P5_7_1_500_15_5, 151.21071244607344
P5_1_1_500_15_5, 152.09632361667968
P5_7_1_500_32_100, 152.9080234220382
P5_15_1_5000_32_5, 157.20166943380002
P5_7_1_500_32_5, 157.42204621476614
P5_7_1_500_32_50, 157.84260185614775
P5_15_1_500_32_200, 158.9523677462794
P5_15_1_5000_15_50, 159.17958209522428
P5_15_1_500_15_5, 160.97617728257913
P5_15_1_5000_15_100, 164.13597297983154
P5_7_1_500_15_10, 165.98571261221062
P5_15_1_500_32_10, 166.0312987841475
P5_15_1_500_15_50, 167.2612666530069
P5_15_1_500_32_50, 171.17807268006547
P5_15_1_500_15_10, 171.48631866144675
P5_15_1_5000_32_50, 172.72527793329482
P5_15_1_500_32_100, 174.057120781105
P5_15_1_5000_32_200, 177.56351063164854
P5_15_1_5000_32_100, 181.06568032337466
P5_15_1_5000_15_200, 181.17734681584238
P5_15_1_5000_32_10, 198.82617167251547
P5_1_1_5000_15_100, 200.5485344349432
P5_15_1_500_32_5, 202.82933738875704
P5_1_1_5000_15_200, 255.1453715183627
P5_1_1_1000_32_5, 111.62109217211712
P5_1_1_1000_32_10, 113.82320190805108
P5_1_1_1000_32_50, 140.62677344237088
P5_1_1_1000_32_200, 151.14972987170228
P5_1_1_1000_32_100, 151.79192230548546
P5_1_1_1000_32_5, 108.02026661923107
P5_1_1_1000_32_10, 118.3660617200258
P5_1_1_1000_32_50, 142.1958320849864
P5_1_1_1000_32_100, 149.81150250656952
P5_1_1_1000_32_200, 150.15312506682616
P5_1_1_1000_32_5, 117.55190305405635
P5_1_1_1000_32_10, 120.3519340819434
P5_1_1_1000_32_50, 144.19900467849112
P5_1_1_1000_32_100, 147.72662863819951
P5_1_1_1000_32_200, 153.75260407302358
P3_1_1_5000_32_5, 3.4424215038177945
P1_1_1_5000_32_5, 6.4018878878312595
P4_1_1_5000_32_5, 52.42803250480932
P6_1_1_5000_32_5, 54.877933050365144
P9_1_1_5000_32_5, 67.63757956411503
P2_1_1_5000_32_5, 147.54927519631025
P8_1_1_5000_32_5, 183.04340310654024
P5_1_1_5000_32_5, 232.02558250085085
P7_1_1_5000_32_5, 236.48373339261323
P3_1_1_5000_32_5, 3.4361875935241093
P1_1_1_5000_32_5, 6.55645882837403
P6_1_1_5000_32_5, 36.312467750000515
P4_1_1_5000_32_5, 74.55167357989684
P9_1_1_5000_32_5, 80.30966152313265
P8_1_1_5000_32_5, 144.28525820785595
P2_1_1_5000_32_5, 176.76609058409576
P5_1_1_5000_32_5, 218.15825743941772
P7_1_1_5000_32_5, 283.8047180498214
